,Identifier,Start date,End date,Number of deaths,Incident,State
360,IBD031678,2025-04-02,2025-04-02,3,Auto Crash,Ogun
361,IBD031652,2025-04-02,2025-04-02,7,Troops vs Boko Haram/ISWAP,Borno
362,IBD031677,2025-04-02,2025-04-02,1,Security Operative vs Bolt Driver,Edo
363,IBD031670,2025-04-02,2025-04-02,2,Police vs Bandits,Bauchi
364,IBD031668,2025-04-02,2025-04-02,1,Auto Crash,Ogun
365,IBD031649,2025-03-02,2025-03-02,4,Auto Crash,Niger
366,IBD031682,2025-03-02,2025-03-02,1,Domestic Violence,Niger
367,IBD031661,2025-03-02,2025-03-02,1,Auto Crash,Ogun
368,IBD031699,2025-03-02,2025-03-02,1,Corpse Found,(FCT) Abuja
369,IBD031666,2025-03-02,2025-04-02,2,Gunmen Attack,Lagos
370,IBD031656,2025-03-02,2025-03-02,1,Cult Clash,Bayelsa
371,IBD031669,2025-03-02,2025-03-02,3,Hunters vs Herdsmen,Benue
372,IBD031654,2025-03-02,2025-03-02,2,Gunmen Attack,Kaduna
373,IBD031658,2025-03-02,2025-03-02,3,Auto Crash,(FCT) Abuja
374,IBD031645,2025-03-02,2025-03-02,4,Assailants Kills 4,Osun
375,IBD031667,2025-02-02,2025-02-02,3,Herdsmen vs Farmers,Benue
376,IBD031651,2025-02-02,2025-02-02,2,Auto Crash,Ogun
377,IBD031647,2025-02-02,2025-02-02,35,Security Operatives vs Hoodlums,Imo
378,IBD031637,2025-02-02,2025-02-02,1,Assailant vs Man,Oyo
379,IBD031650,2025-02-02,2025-02-02,1,Troops vs Bandit,Taraba
380,IBD031638,2025-02-02,2025-02-02,5,Inferno,Borno
381,IBD031635,2025-02-02,2025-02-02,16,Herdsmen Attack,Ebonyi
382,IBD031644,2025-02-02,2025-02-02,4,Security Operatives Kills 4,Kano
383,IBD031646,2025-01-02,2025-01-02,1,Kidnapper Attack,Plateau
384,IBD031642,2025-01-02,2025-01-02,1,Auto Crash,Ogun
385,IBD031633,2025-01-02,2025-01-02,30,Auto Crash,Ondo
386,IBD031640,2025-01-02,2025-01-02,1,Gunmen Attack,Taraba
387,IBD031643,2025-01-02,2025-01-02,3,Assailants vs Children,Anambra
388,IBD031665,2025-01-02,2025-01-02,2,Communal Clash,Nasarawa
389,IBD031662,2025-01-31,2025-01-31,8,Security Operatives vs Drivers,Anambra
390,IBD031628,2025-01-31,2025-01-31,4,Auto Crash,Anambra
391,IBD031657,2025-01-31,2025-01-31,2,CSO and Son,Rivers
392,IBD031636,2025-01-31,2025-01-31,1,Man Drowns,Oyo
393,IBD031634,2025-01-31,2025-01-02,3,Cult Clash,Rivers
394,IBD031629,2025-01-31,2025-01-31,1,Security Operative Kills 1,(FCT) Abuja
395,IBD031718,2025-01-31,2025-01-31,1,Gunmen vs Police Officer,Yobe
396,IBD031630,2025-01-31,2025-01-31,5,Gunmen Attack,Plateau
397,IBD031791,2025-01-31,2025-03-02,1,Mysterious Death,Enugu
398,IBD031627,2025-01-31,2025-01-31,1,Auto Crash,Lagos
399,IBD032000,2025-01-30,2025-01-30,1,Inferno,Yobe
400,IBD031620,2025-01-30,2025-01-30,25,Security Operatives vs Gunmen,Anambra
401,IBD031623,2025-01-30,2025-01-30,1,Electricity Vandal,(FCT) Abuja
402,IBD031641,2025-01-30,2025-01-30,3,Banditry,Zamfara
403,IBD031598,2025-01-29,2025-01-29,1,Auto Crash,Lagos
404,IBD031616,2025-01-29,2025-01-29,2,Gunmen Attack,Ogun
405,IBD031626,2025-01-29,2025-01-29,2,Kidnappers Kill Mother,Anambra
406,IBD031606,2025-01-28,2025-01-28,1,Kidnap Victim,Niger
407,IBD031621,2025-01-28,2025-01-28,1,Motorcycle Thief,(FCT) Abuja
408,IBD031602,2025-01-28,2025-01-28,1,Medical Negligence,Rivers
409,IBD031619,2025-01-28,2025-01-28,5,Herdsmen Attack,Ondo
410,IBD031611,2025-01-28,2025-01-28,1,Childbirth Complications,Ogun
411,IBD031918,2025-01-28,2025-01-28,1,Youths vs Teenager,Abia
412,IBD031615,2025-01-28,2025-01-28,40,NAF vs Boko Haram,Borno
413,IBD031614,2025-01-28,2025-01-28,1,Bandtiry,Katsina
414,IBD031609,2025-01-28,2025-01-28,1,Bandits vs Herder,Niger
415,IBD031789,2025-01-28,2025-01-28,1,Gun Kill Abducted Woman,(FCT) Abuja
416,IBD031632,2025-01-28,2025-01-28,2,Youth vs Herdsmen,Delta
417,IBD031601,2025-01-28,2025-01-28,3,Building Collapse,Lagos
418,IBD031613,2025-01-28,2025-01-28,2,Fulani Herders vs Farmers,Delta
419,IBD031603,2025-01-27,2025-01-27,4,Explosion,Ogun
420,IBD031624,2025-01-27,2025-01-27,2,Ritual Killing,Delta
421,IBD031617,2025-01-27,2025-01-27,6,Security Operative vs Gunmen,Anambra
422,IBD031724,2025-01-27,2025-01-27,2,Police vs Youths,Benue
423,IBD031671,2025-01-27,2025-01-27,1,Corpse Found,Niger
424,IBD031596,2025-01-26,2025-01-26,1,Robbers Kill Motorist,(FCT) Abuja
425,IBD031592,2025-01-26,2025-01-26,3,Auto Crash,Edo
426,IBD031593,2025-01-26,2025-01-26,25,Mining Explosion,Niger
427,IBD031605,2025-01-26,2025-01-26,1,Domestic Violence,Kaduna
428,IBD031597,2025-01-26,2025-01-26,1,Assailants vs Woman,Anambra
429,IBD031622,2025-01-25,2025-01-25,1,Flood Disaster,Kwara
430,IBD031586,2025-01-25,2025-01-25,19,Auto Crash,Enugu
431,IBD031604,2025-01-25,2025-01-25,1,Gunmen Attack,Kogi
432,IBD031594,2025-01-25,2025-01-25,1,Drown,Kano
433,IBD031588,2025-01-25,2025-01-25,1,Auto Crash,Oyo
434,IBD031610,2025-01-25,2025-01-25,5,Police vs Kidnappers,Ogun
435,IBD031600,2025-01-24,2025-01-24,20,Boko Haram vs Soldiers,Borno
436,IBD031587,2025-01-24,2025-01-24,8,Police vs IPOB Members,Imo
437,IBD031589,2025-01-24,2025-01-24,1,Assassins Kill Professor,Delta
438,IBD031583,2025-01-23,2025-01-23,1,Banditry,Kaduna
439,IBD031607,2025-01-23,2025-01-23,1,Gunmen Attack,Anambra
440,IBD031722,2025-01-23,2025-01-23,1,Hoodlums Kill NYSC Member,Plateau
441,IBD031576,2025-01-23,2025-01-23,3,Police vs Kidnappers,Lagos
442,IBD031577,2025-01-22,2025-01-22,1,Domestic Violence,Abia
443,IBD031653,2025-01-22,2025-01-22,2,Gunmen Attack,Kaduna
444,IBD031573,2025-01-22,2025-01-22,2,Inferno,Ondo
445,IBD031569,2025-01-22,2025-01-22,1,Husband vs Wife,Anambra
446,IBD031595,2025-01-22,2025-01-22,1,Undergraduate Student,Osun
447,IBD031544,2025-01-22,2025-01-22,20,Bandits vs Boko Haram,Niger
448,IBD031579,2025-01-22,2025-01-22,1,Army Kill Wanted Terrorist,Plateau
449,IBD031564,2025-01-22,2025-01-23,1,Tanker Accident,Oyo
450,IBD031572,2025-01-22,2025-01-22,14,Auto Crash,Kwara
451,IBD031574,2025-01-22,2025-01-22,2,Auto Crash,Ebonyi
452,IBD031580,2025-01-22,2025-01-22,20,Boko Haram vs Fishermen,Borno
453,IBD031575,2025-01-22,2025-01-22,1,Gunmen vs Lawyer,Imo
454,IBD031735,2025-01-21,2025-01-21,1,Medical Negligence,Imo
455,IBD031562,2025-01-21,2025-01-21,1,Boko Haram/ISWAP IED Explosion,Borno
456,IBD031582,2025-01-21,2025-01-21,52,NAF vs Terrorists,Niger
457,IBD031655,2025-01-21,2025-01-21,6,Inferno,Kano
458,IBD031561,2025-01-21,2025-01-21,1,Auto Crash,Ogun
459,IBD031570,2025-01-21,2025-01-22,2,Soldiers vs Bandits,Kebbi
460,IBD031571,2025-01-21,2025-01-21,1,Hoodlums Kill Herder,(FCT) Abuja
461,IBD031568,2025-01-21,2025-01-21,1,Man Dies Inside Well,Kano
462,IBD031691,2025-01-21,2025-01-21,1,Domestic Violence/Inferno,Anambra
463,IBD031688,2025-01-21,2025-01-21,11,Police vs Bandits,Katsina
464,IBD031784,2025-01-20,2025-01-20,1,Stone to Death,Ogun
465,IBD031566,2025-01-20,2025-01-21,12,Soldiers vs Bandits,Sokoto
466,IBD031563,2025-01-20,2025-01-20,9,Market Robbery,Yobe
467,IBD031567,2025-01-20,2025-01-21,12,Soldiers vs Bandits,Zamfara
468,IBD031551,2025-01-20,2025-01-20,5,Auto Crash,Ogun
469,IBD031553,2025-01-20,2025-01-20,3,Boat Mishap,Rivers
470,IBD031773,2025-01-20,2025-01-20,1,Auto Crash,(FCT) Abuja
471,IBD031558,2025-01-19,2025-01-19,1,Police vs Kidnapper,Adamawa
472,IBD031540,2025-01-19,2025-01-19,1,Gunmen Kill Prophet,Ogun
473,IBD031552,2025-01-19,2025-01-19,1,Auto Crash,Ogun
474,IBD031549,2025-01-19,2025-01-19,1,Cultist,Ondo
475,IBD031541,2025-01-18,2025-01-18,1,Communal Clash,Ebonyi
476,IBD031556,2025-01-18,2025-01-18,1,Police vs Bandits,Kogi
477,IBD031538,2025-01-18,2025-01-18,98,Auto Crash,Niger
478,IBD031590,2025-01-18,2025-01-18,1,Wedding Guest,Niger
479,IBD031548,2025-01-18,2025-01-18,7,Banditry,Katsina
480,IBD031543,2025-01-17,2025-01-17,2,Drowns,Ekiti
481,IBD031530,2025-01-17,2025-01-17,5,Land Dispute,Ondo
482,IBD031546,2025-01-17,2025-01-17,1,EFCC Operative,Anambra
483,IBD031542,2025-01-17,2025-01-17,1,Assailant vs Woman,Ogun
484,IBD031537,2025-01-17,2025-01-17,1,Cult Clash,Bayelsa
485,IBD031536,2025-01-17,2025-01-17,3,Assailant Kills Two,Delta
486,IBD031547,2025-01-17,2025-01-17,20,Troops vs Bandits,Zamfara
487,IBD031526,2025-01-16,2025-01-16,11,Miliatry vs Lakurawa,Sokoto
488,IBD031560,2025-01-16,2025-01-16,1,Sex Romp,(FCT) Abuja
489,IBD031535,2025-01-16,2025-01-16,1,Footballer Slumps,Ogun
490,IBD031872,2025-01-16,2025-01-16,1,Ritual Killing,Lagos
491,IBD031529,2025-01-16,2025-01-16,10,Auto Crash,Benue
492,IBD031591,2025-01-16,2025-01-16,94,Boko Haram vs Soldiers,Borno
493,IBD031528,2025-01-16,2025-01-16,1,Communual Clash,Osun
494,IBD031545,2025-01-16,2025-01-16,1,Man Kills Inlaw,Imo
495,IBD031531,2025-01-16,2025-01-16,1,Fire Incident,(FCT) Abuja
496,IBD031532,2025-01-15,2025-01-15,1,Drowns,Lagos
497,IBD031521,2025-01-15,2025-01-15,1,Auto Crash,Lagos
498,IBD031518,2025-01-15,2025-01-15,1,Cult Killing,Akwa Ibom
499,IBD031585,2025-01-15,2025-01-15,1,Decomposing Body,Benue
500,IBD031527,2025-01-14,2025-01-14,1,Bandits Kill Medical Doctor,Katsina
501,IBD031513,2025-01-14,2025-01-14,1,Auto Crash,Oyo
502,IBD031565,2025-01-14,2025-01-14,1,Boy Shot Dead,Kebbi
503,IBD031522,2025-01-14,2025-01-14,5,Security Operatives vs Gunmen,Anambra
504,IBD031524,2025-01-14,2025-01-14,4,Auto Crash,Ondo
505,IBD031508,2025-01-14,2025-01-14,6,Auto Crash,Kogi
506,IBD031519,2025-01-14,2025-01-14,1,Cultists vs Vigilante,Rivers
507,IBD031514,2025-01-14,2025-01-14,1,Kidnapper vs Banker,Anambra
508,IBD031523,2025-01-14,2025-01-14,50,Boko Haram vs Security Operatives,Borno
509,IBD031520,2025-01-14,2025-01-14,20,Troops vs Terrorists,Kebbi
510,IBD031525,2025-01-14,2025-01-14,1,Hoodlums vs Cyclist,(FCT) Abuja
511,IBD031505,2025-01-13,2025-01-13,1,Fire Outbreak,Rivers
512,IBD031507,2025-01-13,2025-01-13,2,Auto Crash,Rivers
513,IBD031517,2025-01-13,2025-01-13,8,Auto Crash,Niger
514,IBD031509,2025-01-13,2025-01-13,2,Auto Crash,(FCT) Abuja
515,IBD031511,2025-01-13,2025-01-13,1,Man Kill Father,Delta
516,IBD031496,2025-01-13,2025-01-13,1,Armed Robbers vs Man,Oyo
517,IBD031510,2025-01-13,2025-01-13,1,Man vs Police Officer,Kano
518,IBD031485,2025-12-01,2025-12-01,2,Boko Haram Attack,Borno
519,IBD031500,2025-12-01,2025-12-01,2,Communal Clash,Ondo
520,IBD031515,2025-12-01,2025-12-01,1,Lovers vs Foreigner,Ogun
521,IBD031489,2025-12-01,2025-12-01,1,Domestic Violence,Ogun
522,IBD031497,2025-12-01,2025-12-01,40,Boko Haram vs Farmers,Borno
523,PAR012735,2025-12-01,2025-12-01,1,Lovers vs Foreigner,Ogun
524,IBD031495,2025-12-01,2025-12-01,1,Facebook Lover,Lagos
525,IBD031503,2025-12-01,2025-12-01,6,Auto Crash,Sokoto
526,IBD031499,2025-12-01,2025-12-01,1,Domestic Violence,Nasarawa
527,IBD031501,2025-11-01,2025-11-01,19,Auto Crash,Plateau
528,IBD031777,2025-11-01,2025-11-01,16,Military Airstrike,Zamfara
529,IBD031482,2025-11-01,2025-11-01,2,Auto Crash,Lagos
530,IBD031493,2025-11-01,2025-11-01,8,Herders Kill 9,Nasarawa
531,IBD031492,2025-11-01,2025-11-01,1,Well Digger Dies,Ogun
532,IBD031504,2025-11-01,2025-11-01,1,Kidnappers Kill Vigilante,Lagos
533,IBD031484,2025-11-01,2025-11-01,1,Domestic Violence,Ondo
534,IBD031506,2025-11-01,2025-11-01,1,Hoodlums vs Motorcyclist,(FCT) Abuja
535,IBD031550,2025-11-01,2025-11-01,1,Kidnappers vs Teenager,Katsina
536,IBD031488,2025-11-01,2025-11-01,1,Herdsmen/Kidnappers Kill Victim,Benue
537,IBD031491,2025-11-01,2025-11-01,1,Auto Crash,Osun
538,IBD031494,2025-11-01,2025-11-01,1,Fulani Herdsmen Attack,(FCT) Abuja
539,IBD031476,2025-10-01,2025-10-01,1,Sex Worker vs Barman,Adamawa
540,IBD031479,2025-10-01,2025-10-01,3,Terrorists Kill Airtel Staff,Kebbi
541,IBD031486,2025-10-01,2025-10-01,29,Banditry,Zamfara
542,IBD031599,2025-10-01,2025-10-01,1,Kidnapper Killed Man,Jigawa
543,IBD031480,2025-09-01,2025-09-01,1,Armed Robbers vs Uber Driver,Lagos
544,PAR012723,2025-09-01,2025-09-01,10,Auto Crash,Kaduna
545,IBD031554,2025-09-01,2025-09-01,1,Fraudsters Kill Girl,Delta
546,IBD031481,2025-09-01,2025-09-01,1,Well Digger,Kano
547,IBD031472,2025-09-01,2025-09-01,1,Auto Crash,Lagos
548,IBD031475,2025-09-01,2025-09-01,10,Communal Clash,Jigawa
549,IBD031464,2025-09-01,2025-09-01,1,Ticketers vs Okada Riders,Ekiti
550,IBD031471,2025-09-01,2025-09-01,1,Auto Crash,Ogun
551,PAR012733,2025-08-01,2025-08-01,1,Auto Crash,Ogun
552,PAR012728,2025-08-01,2025-08-01,2,Auto Crash,Oyo
553,PAR012732,2025-08-01,2025-08-01,1,Auto Crash,Lagos
554,IBD031470,2025-08-01,2025-08-01,3,Cult Killing,Bayelsa
555,IBD031467,2025-08-01,2025-08-01,2,Boko Haram vs Policemen,Borno
556,IBD031469,2025-08-01,2025-08-01,2,Banditry,Kaduna
557,IBD031468,2025-08-01,2025-08-01,2,Inferno,(FCT) Abuja
558,IBD031498,2025-08-01,2025-08-01,1,Corpse Found,Plateau
559,IBD031466,2025-08-01,2025-08-01,20,Security Operatives vs Bandit,Katsina
560,IBD031462,2025-08-01,2025-08-01,1,Police Kill Bandits,Sokoto
561,IBD031453,2025-07-01,2025-07-01,1,Auto Crash,Lagos
562,IBD031474,2025-07-01,2025-07-01,1,Cult Killing,Ogun
563,IBD031452,2025-07-01,2025-07-01,3,Auto Crash,Oyo
564,IBD031478,2025-07-01,2025-07-01,28,NAF Airstrikes,Katsina
565,PAR012734,2025-07-01,2025-07-01,10,Communal Clash,Ebonyi
566,IBD031463,2025-07-01,2025-07-01,5,Auto Crash,Delta
567,IBD031465,2025-07-01,2025-07-01,24,Banditry,Katsina
568,IBD031533,2025-07-01,2025-07-01,5,Soldiers vs Terrorists,Sokoto
569,IBD031444,2025-06-01,2025-06-01,4,Fire Incident,Sokoto
570,PAR012730,2025-06-01,2025-06-01,1,Pastor,(FCT) Abuja
571,IBD031447,2025-06-01,2025-06-01,1,Electrician Dies,Ogun
572,IBD031445,2025-06-01,2025-06-01,2,IED Explosion Kills 2,(FCT) Abuja
573,PAR012727,2025-06-01,2025-06-01,1,Electrocution,Delta
574,IBD031448,2025-06-01,2025-06-01,1,Domestic Violence,Anambra
575,IBD031446,2025-06-01,2025-06-01,2,Army vs Kidnappers,Rivers
576,IBD031450,2025-05-01,2025-05-01,23,ISWAP vs Army,Borno
577,IBD031451,2025-05-01,2025-05-01,1,Hoodlums vs Vigilante,Niger
578,IBD031443,2025-05-01,2025-05-01,6,Cult Clash,Ondo
579,IBD031776,2025-05-01,2025-05-01,30,Military vs Boko Haram,Borno
580,PAR012729,2025-05-01,2025-05-01,18,Gunmen Attacks,Imo
581,IBD031775,2025-05-01,2025-05-01,18,Gunmen Attack,Imo
582,IBD031439,2025-05-01,2025-05-01,5,Tanker Explosion,Delta
583,IBD031502,2025-05-01,2025-05-01,1,Female Corpse Discovered,Delta
584,IBD031456,2025-04-01,2025-04-01,4,Gas Explosion,Rivers
585,IBD031435,2025-04-01,2025-04-01,1,Auto Crash,Osun
586,IBD031441,2025-04-01,2025-04-01,4,Banditry,Katsina
587,IBD031455,2025-04-01,2025-04-01,4,Auto Crash,(FCT) Abuja
588,PAR012725,2025-04-01,2025-04-01,3,Assailants vs Children,Anambra
589,IBD031460,2025-04-01,2025-04-01,21,Army vs Bandits,Zamfara
590,IBD031449,2025-04-01,2025-04-01,80,Security Operatives vs Bandits,Katsina
591,PAR012731,2025-04-01,2025-06-01,3,Cult Clash,Lagos
592,IBD031437,2025-04-01,2025-04-01,2,Police vs Kidnappers,Imo
593,IBD031612,2025-04-01,2025-04-01,1,Domestic Violence,Kogi
594,IBD031483,2025-04-01,2025-04-01,2,Diesel Reservoir Workers,Lagos
595,IBD031461,2025-04-01,2025-04-01,18,Military vs Bandits,Zamfara
596,IBD031438,2025-03-01,2025-03-01,1,Auto Crash,Bayelsa
597,IBD031442,2025-03-01,2025-03-01,1,Wizardry,Ebonyi
598,IBD031432,2025-03-01,2025-03-01,2,Gunmen vs Farmers,Kogi
599,IBD031966,2025-03-01,2025-03-01,1,Communal Clash,Imo
600,PAR012721,2025-03-01,2025-03-01,2,Auto Crash,Abia
601,IBD031434,2025-03-01,2025-03-01,2,Lakurawa vs Police Officers,Kebbi
602,PAR012720,2025-02-01,2025-02-01,1,Policeman Kills Woman,Ekiti
603,IBD031440,2025-02-01,2025-02-01,1,Domestic Violence,Delta
604,PAR012722,2025-02-01,2025-02-01,1,Wedding Guest,Jigawa
605,IBD031512,2025-02-01,2025-02-01,1,Hoodlums vs Man,Akwa Ibom
606,IBD031788,2025-02-01,2025-02-01,1,Assailants vs Man,Edo
607,IBD031433,2025-02-01,2025-02-01,11,Farmers vs Herders,Jigawa
608,PAR012718,2025-02-01,2025-02-01,7,Auto Crash,Gombe
609,PAR012713,2025-02-01,2025-02-01,1,Man Kills Bishop,Osun
610,PAR012711,2025-01-01,2025-01-01,1,Electrician Electrocuted,Lagos
611,PAR012717,2025-01-01,2025-01-01,1,Assailants Kill Ex-Controller,Kwara
612,IBD031739,2025-01-01,2025-01-01,1,Medical Negligence,Lagos
613,PAR012715,2025-01-01,2025-01-01,1,Domestic Violence,Niger
614,PAR012710,2025-01-01,2025-01-01,1,Catholic Priest Kills Boy,Imo
615,IBD031454,2025-01-01,2025-01-01,1,Man Set Ablaze,Imo
616,PAR012712,2025-01-01,2025-01-01,1,Man Kills Another,Delta
617,PAR012703,2024-12-31,2024-12-31,2,Police vs Kidnappers,Benue
618,PAR012714,2024-12-31,2024-12-31,1,Cult Clash,Delta
619,IBD031581,2024-12-31,2024-12-31,1,Domestic Violence,Ondo
620,PAR012709,2024-12-31,2024-12-31,1,Auto Crash.,Lagos
621,PAR012706,2024-12-31,2024-12-31,1,Chieftaincy Candidate,Bayelsa
622,PAR012698,2024-12-30,2024-12-30,1,Chieftaincy Crisis,Delta
623,PAR012699,2024-12-30,2024-12-30,6,Gunmen Kill 7,Anambra
624,PAR012704,2024-12-30,2024-12-30,3,Banditry,Kaduna
625,IBD031459,2024-12-30,2024-12-30,1,Man Stab Woman,Ogun
626,PAR012697,2024-12-29,2024-12-29,1,Auto Crash,Benue
627,PAR012696,2024-12-29,2024-12-29,1,Cattler Rustlers vs Herder,Ondo
628,PAR012702,2024-12-29,2024-12-29,1,Gang Kill Tailor,Plateau
629,IBD031458,2024-12-28,2024-12-28,1,Carnival,Ogun
630,PAR012693,2024-12-28,2024-12-28,13,Auto Crash,Ondo
631,PAR012707,2024-12-28,2024-12-28,1,Aurto Crash,Lagos
632,PAR012700,2024-12-28,2024-12-28,1,Banditry,Kaduna
633,PAR012695,2024-12-28,2024-12-28,1,Auto Crash,Ogun
634,PAR012701,2024-12-28,2024-12-28,1,Man Dies Separating Fight,(FCT) Abuja
635,PAR012692,2024-12-27,2024-12-27,3,DSS vs Bandits,Niger
636,PAR012694,2024-12-27,2024-12-27,3,IPOB/ESN vs Soldiers,Imo
637,IBD031436,2024-12-27,2024-12-27,3,Cult Clash,Lagos
638,PAR012685,2024-12-26,2024-12-26,1,Gunmen Kill Catholic Reverend Father,Anambra
639,PAR012686,2024-12-26,2024-12-26,4,Auto Crash,Ogun
640,PAR012684,2024-12-26,2024-12-26,11,Soldiers vs Bandits,Zamfara
641,IBD031673,2024-12-26,2024-12-26,1,Corpse Found,Anambra
642,PAR012691,2024-12-26,2024-12-26,1,Auto Crash,Jigawa
643,IBD031431,2024-12-26,2024-12-26,1,Soldiers vs Tricycle,Plateau
644,IBD009528,2024-12-25,2024-12-25,1,Domestic Violence,Cross River
645,PAR012688,2024-12-25,2024-12-25,17,Herdsmen Attack,Benue
646,IBD031896,2024-12-25,2024-12-25,1,Gas Explosion,Niger
647,PAR012687,2024-12-25,2024-12-25,1,Dock Worker,Lagos
648,PAR012689,2024-12-25,2024-12-25,1,Friend Kills Colleague,Kogi
649,PAR012683,2024-12-25,2024-12-25,10,NAF vs Lakurawa Terrorists,Sokoto
650,PAR012708,2024-12-25,2024-12-25,1,Ritual Killing,Nasarawa
651,IBD031430,2024-12-24,2024-12-24,1,Domestic Violence,Edo
652,PAR012719,2024-12-24,2024-12-24,1,Witchcraft,Benue
653,IBD031490,2024-12-24,2024-12-24,1,Ritual Killing,Cross River
654,PAR012677,2024-12-24,2024-12-24,2,Auto Crash,Edo
655,PAR012679,2024-12-23,2024-12-23,1,Electrocution,Enugu
656,IBD031424,2024-12-23,2024-12-23,1,Domestic Violence,Ebonyi
657,PAR012680,2024-12-23,2024-12-23,3,Auto Crash,Plateau
658,IBD031418,2024-12-22,2024-12-22,1,Ritual Killing,Ogun
659,PAR012674,2024-12-22,2024-12-22,8,Auto Crash,Abia
660,PAR012673,2024-12-22,2024-12-22,14,Gunmen Kill 15,Plateau
661,IBD031421,2024-12-21,2024-12-21,1,Soldiers vs Bandits,Kaduna
662,IBD031425,2024-12-21,2024-12-21,1,Soldiers vs Kidnappers,Enugu
663,PAR012681,2024-12-21,2024-12-21,1,Communal Clash,Akwa Ibom
664,IBD031422,2024-12-21,2024-12-21,3,Fire Incident,Oyo
665,IBD031415,2024-12-21,2024-12-21,10,10 Die in Stampede,(FCT) Abuja
666,PAR012678,2024-12-21,2024-12-21,1,Gang Clash,Niger
667,IBD031416,2024-12-21,2024-12-21,22,Stampede,Anambra
668,IBD031539,2024-12-21,2024-12-21,1,Teenagers Beat Man to Death,Gombe
669,IBD031419,2024-12-20,2024-12-20,3,Auto Crash,Ogun
670,IBD031809,2024-12-20,2024-12-20,1,Extrajudicial Killing,Kwara
671,PAR012676,2024-12-20,2024-12-20,1,Kidnap Victim,Plateau
672,IBD031417,2024-12-20,2024-12-20,1,Man Dies In Police Custody,Kwara
673,IBD031405,2024-12-19,2024-12-19,5,Auto Crash,(FCT) Abuja
674,PAR012690,2024-12-19,2024-12-19,5,Soldiers vs Bandits,Katsina
675,PAR012682,2024-12-19,2024-12-19,1,Murder Suspect,Niger
676,IBD031380,2024-12-19,2024-12-19,5,Police vs Gunmen,Imo
677,IBD031413,2024-12-19,2024-12-19,4,Auto Crash,Ondo
678,IBD031427,2024-12-19,2024-12-19,1,Auto Crash,(FCT) Abuja
679,IBD031403,2024-12-19,2024-12-19,1,Explosion,Niger
680,IBD031408,2024-12-19,2024-12-19,1,Auto Crash,Delta
681,IBD031428,2024-12-18,2024-12-18,3,Police,(FCT) Abuja
682,IBD031411,2024-12-18,2024-12-18,1,NYSC Member Dies,Kebbi
683,IBD031406,2024-12-18,2024-12-18,1,Assailants vs Man,Plateau
684,IBD031457,2024-12-18,2024-12-18,1,Witchcraft,Plateau
685,IBD031399,2024-12-18,2024-12-18,34,Children Die in Stampede,Oyo
686,IBD031410,2024-12-18,2024-12-18,1,Woman Dies,Ogun
687,IBD031400,2024-12-18,2024-12-18,1,Auto Crash,Lagos
688,IBD031429,2024-12-17,2024-12-17,2,Banditary,Kaduna
689,IBD031396,2024-12-17,2024-12-17,1,Auto Crash,Lagos
690,IBD031392,2024-12-16,2024-12-16,1,Auto Crash,Lagos
691,IBD031398,2024-12-16,2024-12-16,1,Gunmen vs Lecturer,Anambra
692,IBD031426,2024-12-16,2024-12-16,10,Soldiers vs IPOB,Anambra
693,IBD031393,2024-12-15,2024-12-15,3,Church Factional Clash,Taraba
694,IBD031388,2024-12-15,2024-12-15,4,Security Operatives vs Gunmen,Imo
695,IBD031534,2024-12-15,2024-12-15,1,Cab Driver,Delta
696,IBD031379,2024-12-15,2024-12-15,1,Man Kills Friend,Niger
697,IBD031382,2024-12-15,2024-12-15,3,Auto Crash,Lagos
698,IBD031395,2024-12-14,2024-12-14,1,Armed Robbers vs Man,Bauchi
699,IBD031404,2024-12-14,2024-12-14,1,Motorcycle Thieves,(FCT) Abuja
700,IBD031391,2024-12-14,2024-12-14,1,Work-Related Violence,Ogun
701,IBD031384,2024-12-14,2024-12-14,20,Boat Mishap,Benue
702,IBD031390,2024-12-14,2024-12-14,1,Auto Crash,Lagos
703,IBD031381,2024-12-13,2024-12-13,2,Auto Crash,Kogi
704,IBD031386,2024-12-13,2024-12-13,1,Refrigerator Repairer,Lagos
705,IBD031383,2024-12-13,2024-12-13,2,Inferno,Kano
706,IBD031375,2024-12-12,2024-12-12,2,Troops vs Terrorists,Zamfara
707,IBD031815,2024-12-12,2024-12-12,30,Ritual Killing,Abia
708,IBD031378,2024-12-12,2024-12-12,2,Herdsmen Attack,Gombe
709,PAR012716,2024-12-12,2024-12-12,1,Man Kills Prospective Inlaw,Delta
710,IBD031385,2024-12-12,2024-12-12,4,Communal Clash,Benue
711,IBD031376,2024-11-12,2024-11-12,1,Auto Crash,Ogun
712,IBD031374,2024-11-12,2024-11-12,4,Gunmen Attack,Anambra
713,IBD031377,2024-11-12,2024-11-12,1,Auto Crash,Ogun
714,IBD031370,2024-11-12,2024-11-12,6,Auto Crash,Jigawa
715,IBD031368,2024-11-12,2024-11-12,3,Auto Crash,Borno
716,IBD031371,2024-11-12,2024-11-12,1,Driver Dies,Taraba
717,IBD031365,2024-10-12,2024-10-12,1,Police vs Terrorists,Kaduna
718,IBD031369,2024-10-12,2024-10-12,1,Auto Crash,Niger
719,IBD031361,2024-10-12,2024-10-12,1,Governor's Sister Dies,Taraba
