Identifier,Title,Start date,End date,Number of deaths
IBD031656,"Cult Clash, Bayelsa",03/02/2025,03/02/2025,1
IBD031669,"Hunters vs Herdsmen, Benue",03/02/2025,03/02/2025,3
IBD031654,"Gunmen Attack, Kaduna",03/02/2025,03/02/2025,2
IBD031658,"Auto Crash, FCT (Abuja)",03/02/2025,03/02/2025,3
IBD031645,"Assailants Kills 4, Osun",03/02/2025,03/02/2025,4
IBD031667,"Herdsmen vs Farmers, Benue",02/02/2025,02/02/2025,3
IBD031651,"Auto Crash, Ogun",02/02/2025,02/02/2025,2
IBD031647,"Security Operatives vs Hoodlums, Imo",02/02/2025,02/02/2025,35
IBD031637,"Assailant vs Man, Oyo",02/02/2025,02/02/2025,1
IBD031650,"Troops vs Bandit, Taraba",02/02/2025,02/02/2025,1
IBD031638,"Inferno, Borno",02/02/2025,02/02/2025,5
IBD031635,"Herdsmen Attack, Ebonyi",02/02/2025,02/02/2025,16
IBD031644,"Security Operatives Kills 4, Kano",02/02/2025,02/02/2025,4
IBD031646,"Kidnapper Attack, Plateau",01/02/2025,01/02/2025,1
IBD031642,"Auto Crash, Ogun",01/02/2025,01/02/2025,1
IBD031633,"Auto Crash, Ondo",01/02/2025,01/02/2025,30
IBD031640,"Gunmen Attack, Taraba",01/02/2025,01/02/2025,1
IBD031643,"Assailants vs Children, Anambra",01/02/2025,01/02/2025,3
IBD031665,"Communal Clash, Nasarawa",01/02/2025,01/02/2025,2
IBD031662,"Security Operatives vs Drivers, Anambra",31/01/2025,31/01/2025,8
IBD031628,"Auto Crash, Anambra",31/01/2025,31/01/2025,4
IBD031657,"CSO and Son, Rivers",31/01/2025,31/01/2025,2
IBD031636,"Man Drowns, Oyo",31/01/2025,31/01/2025,1
IBD031634,"Cult Clash, Rivers",31/01/2025,01/02/2025,3
IBD031629,"Security Operative Kills 1, FCT (Abuja)",31/01/2025,31/01/2025,1
IBD031718,"Gunmen vs Police Officer, Yobe",31/01/2025,31/01/2025,1
IBD031630,"Gunmen Attack, Plateau",31/01/2025,31/01/2025,5
IBD031791,"Mysterious Death, Enugu",31/01/2025,03/02/2025,1
IBD031627,"Auto Crash, Lagos",31/01/2025,31/01/2025,1
IBD032000,"Inferno, Yobe",30/01/2025,30/01/2025,1
IBD031620,"Security Operatives vs Gunmen, Anambra",30/01/2025,30/01/2025,25
IBD031623,"Electricity Vandal, FCT (Abuja)",30/01/2025,30/01/2025,1
IBD031641,"Banditry, Zamfara",30/01/2025,30/01/2025,3
IBD031598,"Auto Crash, Lagos",29/01/2025,29/01/2025,1
IBD031616,"Gunmen Attack, Ogun",29/01/2025,29/01/2025,2
IBD031626,"Kidnappers Kill Mother, Son, Anambra",29/01/2025,29/01/2025,2
IBD031606,"Kidnap Victim, Niger",28/01/2025,28/01/2025,1
IBD031621,"Motorcycle Thief, FCT (Abuja)",28/01/2025,28/01/2025,1
IBD031602,"Medical Negligence, Rivers",28/01/2025,28/01/2025,1
IBD031619,"Herdsmen Attack, Ondo",28/01/2025,28/01/2025,5
IBD031611,"Childbirth Complications, Ogun",28/01/2025,28/01/2025,1
IBD031918,"Youths vs Teenager, Abia",28/01/2025,28/01/2025,1
IBD031615,"NAF vs Boko Haram, Borno",28/01/2025,28/01/2025,40
IBD031614,"Bandtiry, Katsina",28/01/2025,28/01/2025,1
IBD031609,"Bandits vs Herder, Niger",28/01/2025,28/01/2025,1
IBD031789,"Gun Kill Abducted Woman, FCT (Abuja)",28/01/2025,28/01/2025,1
IBD031632,"Youth vs Herdsmen, Delta",28/01/2025,28/01/2025,2
IBD031601,"Building Collapse, Lagos",28/01/2025,28/01/2025,3
IBD031613,"Fulani Herders vs Farmers, Delta",28/01/2025,28/01/2025,2
IBD031603,"Explosion, Ogun",27/01/2025,27/01/2025,4
IBD031624,"Ritual Killing, Delta",27/01/2025,27/01/2025,2
IBD031617,"Security Operative vs Gunmen, Anambra",27/01/2025,27/01/2025,6
IBD031724,"Police vs Youths, Benue",27/01/2025,27/01/2025,2
IBD031671,"Corpse Found, Niger",27/01/2025,27/01/2025,1
IBD031596,"Robbers Kill Motorist, FCT (Abuja)",26/01/2025,26/01/2025,1
IBD031592,"Auto Crash, Edo",26/01/2025,26/01/2025,3
IBD031593,"Mining Explosion, Niger",26/01/2025,26/01/2025,25
IBD031605,"Domestic Violence, Kaduna",26/01/2025,26/01/2025,1
IBD031597,"Assailants vs Woman, Anambra",26/01/2025,26/01/2025,1
IBD031622,"Flood Disaster, Kwara",25/01/2025,25/01/2025,1
IBD031586,"Auto Crash, Enugu",25/01/2025,25/01/2025,19
IBD031604,"Gunmen Attack, Kogi",25/01/2025,25/01/2025,1
IBD031594,"Drown, Kano",25/01/2025,25/01/2025,1
IBD031588,"Auto Crash, Oyo",25/01/2025,25/01/2025,1
IBD031610,"Police vs Kidnappers, Ogun",25/01/2025,25/01/2025,5
IBD031600,"Boko Haram vs Soldiers, Borno",24/01/2025,24/01/2025,20
IBD031587,"Police vs IPOB Members, Imo",24/01/2025,24/01/2025,8
IBD031589,"Assassins Kill Professor, Delta",24/01/2025,24/01/2025,1
IBD031583,"Banditry, Kaduna",23/01/2025,23/01/2025,1
IBD031607,"Gunmen Attack, Anambra",23/01/2025,23/01/2025,1
IBD031722,"Hoodlums Kill NYSC Member, Plateau",23/01/2025,23/01/2025,1
IBD031576,"Police vs Kidnappers, Lagos",23/01/2025,23/01/2025,3
IBD031577,"Domestic Violence, Abia",22/01/2025,22/01/2025,1
IBD031653,"Gunmen Attack, Kaduna",22/01/2025,22/01/2025,2
IBD031573,"Inferno, Ondo",22/01/2025,22/01/2025,2
IBD031569,"Husband vs Wife, Anambra",22/01/2025,22/01/2025,1
IBD031595,"Undergraduate Student, Osun",22/01/2025,22/01/2025,1
IBD031544,"Bandits vs Boko Haram, Niger",22/01/2025,22/01/2025,20
IBD031579,"Army Kill Wanted Terrorist, Plateau",22/01/2025,22/01/2025,1
IBD031564,"Tanker Accident, Oyo",22/01/2025,23/01/2025,1
IBD031572,"Auto Crash, Kwara",22/01/2025,22/01/2025,14
IBD031574,"Auto Crash, Ebonyi",22/01/2025,22/01/2025,2
IBD031580,"Boko Haram vs Fishermen,Borno",22/01/2025,22/01/2025,20
IBD031575,"Gunmen vs Lawyer, Imo",22/01/2025,22/01/2025,1
IBD031735,"Medical Negligence, Imo",21/01/2025,21/01/2025,1
IBD031562,"Boko Haram/ISWAP IED Explosion, Borno",21/01/2025,21/01/2025,1
IBD031582,"NAF vs Terrorists, Niger",21/01/2025,21/01/2025,52
IBD031655,"Inferno, Kano",21/01/2025,21/01/2025,6
IBD031561,"Auto Crash, Ogun",21/01/2025,21/01/2025,1
IBD031570,"Soldiers vs Bandits, Kebbi",21/01/2025,22/01/2025,2
IBD031571,"Hoodlums Kill Herder, FCT (Abuja)",21/01/2025,21/01/2025,1
IBD031568,"Man Dies Inside Well, Kano",21/01/2025,21/01/2025,1
IBD031691,"Domestic Violence/Inferno, Anambra",21/01/2025,21/01/2025,1
IBD031688,"Police vs Bandits, Katsina",21/01/2025,21/01/2025,11
IBD031784,"Stone to Death, Ogun",20/01/2025,20/01/2025,1
IBD031566,"Soldiers vs Bandits, Sokoto",20/01/2025,21/01/2025,12
IBD031563,"Market Robbery, Yobe",20/01/2025,20/01/2025,9
IBD031567,"Soldiers vs Bandits, Zamfara",20/01/2025,21/01/2025,12
IBD031551,"Auto Crash, Ogun",20/01/2025,20/01/2025,5
IBD031553,"Boat Mishap, Rivers",20/01/2025,20/01/2025,3
IBD031773,"Auto Crash, FCT (Abuja)",20/01/2025,20/01/2025,1
IBD031558,"Police vs Kidnapper, Adamawa",19/01/2025,19/01/2025,1
IBD031540,"Gunmen Kill Prophet, Ogun",19/01/2025,19/01/2025,1
IBD031552,"Auto Crash, Ogun",19/01/2025,19/01/2025,1
IBD031549,"Cultist, Ondo",19/01/2025,19/01/2025,1
IBD031541,"Communal Clash, Ebonyi",18/01/2025,18/01/2025,1
IBD031556,"Police vs Bandits, Kogi",18/01/2025,18/01/2025,1
IBD031538,"Auto Crash, Niger",18/01/2025,18/01/2025,98
IBD031590,"Wedding Guest, Niger",18/01/2025,18/01/2025,1
IBD031548,"Banditry, Katsina",18/01/2025,18/01/2025,7
IBD031543,"Drowns, Ekiti",17/01/2025,17/01/2025,2
IBD031530,"Land Dispute, Ondo",17/01/2025,17/01/2025,5
IBD031546,"EFCC Operative, Anambra",17/01/2025,17/01/2025,1
IBD031542,"Assailant vs Woman, Ogun",17/01/2025,17/01/2025,1
IBD031537,"Cult Clash, Bayelsa",17/01/2025,17/01/2025,1
IBD031536,"Assailant Kills Two, Delta",17/01/2025,17/01/2025,3
IBD031547,"Troops vs Bandits, Zamfara",17/01/2025,17/01/2025,20
IBD031526,"Miliatry vs Lakurawa, Sokoto",16/01/2025,16/01/2025,11
IBD031560,"Sex Romp, FCT (Abuja)",16/01/2025,16/01/2025,1
IBD031535,"Footballer Slumps, Dies, Ogun",16/01/2025,16/01/2025,1
IBD031872,"Ritual Killing, Lagos",16/01/2025,16/01/2025,1
IBD031529,"Auto Crash, Benue",16/01/2025,16/01/2025,10
IBD031591,"Boko Haram vs Soldiers, Borno",16/01/2025,16/01/2025,94
IBD031528,"Communual Clash, Osun",16/01/2025,16/01/2025,1
IBD031545,"Man Kills Inlaw, Imo",16/01/2025,16/01/2025,1
IBD031531,"Fire Incident, FCT (Abuja)",16/01/2025,16/01/2025,1
IBD031532,"Drowns, Lagos",15/01/2025,15/01/2025,1
IBD031521,"Auto Crash, Lagos",15/01/2025,15/01/2025,1
IBD031518,"Cult Killing, Akwa Ibom",15/01/2025,15/01/2025,1
IBD031585,"Decomposing Body, Benue",15/01/2025,15/01/2025,1
IBD031527,"Bandits Kill Medical Doctor, Katsina",14/01/2025,14/01/2025,1
IBD031513,"Auto Crash, Oyo",14/01/2025,14/01/2025,1
IBD031565,"Boy Shot Dead, Kebbi",14/01/2025,14/01/2025,1
IBD031522,"Security Operatives vs Gunmen, Anambra",14/01/2025,14/01/2025,5
IBD031524,"Auto Crash, Ondo",14/01/2025,14/01/2025,4
IBD031508,"Auto Crash, Kogi",14/01/2025,14/01/2025,6
IBD031519,"Cultists vs Vigilante, Rivers",14/01/2025,14/01/2025,1
IBD031514,"Kidnapper vs Banker, Anambra",14/01/2025,14/01/2025,1
IBD031523,"Boko Haram vs Security Operatives, Borno",14/01/2025,14/01/2025,50
IBD031520,"Troops vs Terrorists, Kebbi",14/01/2025,14/01/2025,20
IBD031525,"Hoodlums vs Cyclist, FCT (Abuja)",14/01/2025,14/01/2025,1
IBD031505,"Fire Outbreak, Rivers",13/01/2025,13/01/2025,1
IBD031507,"Auto Crash, Rivers",13/01/2025,13/01/2025,2
IBD031517,"Auto Crash, Niger",13/01/2025,13/01/2025,8
IBD031509,"Auto Crash, FCT (Abuja)",13/01/2025,13/01/2025,2
IBD031511,"Man Kill Father, Delta",13/01/2025,13/01/2025,1
IBD031496,"Armed Robbers vs Man, Oyo",13/01/2025,13/01/2025,1
IBD031510,"Man vs Police Officer, Kano",13/01/2025,13/01/2025,1
IBD031485,"Boko Haram Attack, Borno",12/01/2025,12/01/2025,2
IBD031500,"Communal Clash, Ondo",12/01/2025,12/01/2025,2
IBD031515,"Lovers vs Foreigner, Ogun",12/01/2025,12/01/2025,1
IBD031489,"Domestic Violence, Ogun",12/01/2025,12/01/2025,1
IBD031497,"Boko Haram vs Farmers, Borno",12/01/2025,12/01/2025,40
PAR012735,"Lovers vs Foreigner, Ogun",12/01/2025,12/01/2025,1
IBD031495,"Facebook Lover, Lagos",12/01/2025,12/01/2025,1
IBD031503,"Auto Crash, Sokoto",12/01/2025,12/01/2025,6
IBD031499,"Domestic Violence, Nasarawa",12/01/2025,12/01/2025,1
IBD031501,"Auto Crash, Plateau",11/01/2025,11/01/2025,19
IBD031777,"Military Airstrike, Zamfara",11/01/2025,11/01/2025,16
IBD031482,"Auto Crash, Lagos",11/01/2025,11/01/2025,2
IBD031493,"Herders Kill 9, Nasarawa",11/01/2025,11/01/2025,8
IBD031492,"Well Digger Dies, Ogun",11/01/2025,11/01/2025,1
IBD031504,"Kidnappers Kill Vigilante, Lagos",11/01/2025,11/01/2025,1
IBD031484,"Domestic Violence, Ondo",11/01/2025,11/01/2025,1
IBD031506,"Hoodlums vs Motorcyclist, FCT (Abuja)",11/01/2025,11/01/2025,1
IBD031550,"Kidnappers vs Teenager, Katsina",11/01/2025,11/01/2025,1
IBD031488,"Herdsmen/Kidnappers Kill Victim, Benue",11/01/2025,11/01/2025,1
IBD031491,"Auto Crash, Osun",11/01/2025,11/01/2025,1
IBD031494,"Fulani Herdsmen Attack, FCT (Abuja)",11/01/2025,11/01/2025,1
IBD031476,"Sex Worker vs Barman, Adamawa",10/01/2025,10/01/2025,1
IBD031479,"Terrorists Kill Airtel Staff, Kebbi",10/01/2025,10/01/2025,3
IBD031486,"Banditry, Zamfara",10/01/2025,10/01/2025,29
IBD031599,"Kidnapper Killed Man, Jigawa",10/01/2025,10/01/2025,1
IBD031480,"Armed Robbers vs Uber Driver, Lagos",09/01/2025,09/01/2025,1
PAR012723,"Auto Crash, Kaduna",09/01/2025,09/01/2025,10
IBD031554,"Fraudsters Kill Girl, Delta",09/01/2025,09/01/2025,1
IBD031481,"Well Digger, Kano",09/01/2025,09/01/2025,1
IBD031472,"Auto Crash, Lagos",09/01/2025,09/01/2025,1
IBD031475,"Communal Clash, Jigawa",09/01/2025,09/01/2025,10
IBD031464,"Ticketers vs Okada Riders, Ekiti",09/01/2025,09/01/2025,1
IBD031471,"Auto Crash, Ogun",09/01/2025,09/01/2025,1
PAR012733,"Auto Crash, Ogun",08/01/2025,08/01/2025,1
PAR012728,"Auto Crash, Oyo",08/01/2025,08/01/2025,2
PAR012732,"Auto Crash, Lagos",08/01/2025,08/01/2025,1
IBD031470,"Cult Killing, Bayelsa",08/01/2025,08/01/2025,3
IBD031467,"Boko Haram vs Policemen, Borno",08/01/2025,08/01/2025,2
IBD031469,"Banditry, Kaduna",08/01/2025,08/01/2025,2
IBD031468,"Inferno, FCT (Abuja)",08/01/2025,08/01/2025,2
IBD031498,"Corpse Found, Plateau",08/01/2025,08/01/2025,1
IBD031466,"Security Operatives vs Bandit, Katsina",08/01/2025,08/01/2025,20
IBD031462,"Police Kill Bandits, Sokoto",08/01/2025,08/01/2025,1
IBD031453,"Auto Crash, Lagos",07/01/2025,07/01/2025,1
IBD031474,"Cult Killing, Ogun",07/01/2025,07/01/2025,1
IBD031452,"Auto Crash, Oyo",07/01/2025,07/01/2025,3
IBD031478,"NAF Airstrikes, Katsina",07/01/2025,07/01/2025,28
PAR012734,"Communal Clash, Ebonyi",07/01/2025,07/01/2025,10
IBD031463,"Auto Crash, Delta",07/01/2025,07/01/2025,5
IBD031465,"Banditry, Katsina",07/01/2025,07/01/2025,24
IBD031533,"Soldiers vs Terrorists, Sokoto",07/01/2025,07/01/2025,5
IBD031444,"Fire Incident, Sokoto",06/01/2025,06/01/2025,4
PAR012730,"Pastor, FCT (Abuja)",06/01/2025,06/01/2025,1
IBD031447,"Electrician Dies, Ogun",06/01/2025,06/01/2025,1
IBD031445,"IED Explosion Kills 2, FCT (Abuja)",06/01/2025,06/01/2025,2
PAR012727,"Electrocution, Delta",06/01/2025,06/01/2025,1
IBD031448,"Domestic Violence, Anambra",06/01/2025,06/01/2025,1
IBD031446,"Army vs Kidnappers, Rivers",06/01/2025,06/01/2025,2
IBD031450,"ISWAP vs Army, Borno",05/01/2025,05/01/2025,23
IBD031451,"Hoodlums vs Vigilante, Niger",05/01/2025,05/01/2025,1
IBD031443,"Cult Clash, Ondo",05/01/2025,05/01/2025,6
IBD031776,"Military vs Boko Haram, Borno",05/01/2025,05/01/2025,30
PAR012729,"Gunmen Attacks, Imo",05/01/2025,05/01/2025,18
IBD031775,"Gunmen Attack, Imo",05/01/2025,05/01/2025,18
IBD031439,"Tanker Explosion, Delta",05/01/2025,05/01/2025,5
IBD031502,"Female Corpse Discovered, Delta",05/01/2025,05/01/2025,1
IBD031456,"Gas Explosion, Rivers",04/01/2025,04/01/2025,4
IBD031435,"Auto Crash, Osun",04/01/2025,04/01/2025,1
IBD031441,"Banditry, Katsina",04/01/2025,04/01/2025,4
IBD031455,"Auto Crash, FCT (Abuja)",04/01/2025,04/01/2025,4
PAR012725,"Assailants vs Children, Anambra",04/01/2025,04/01/2025,3
IBD031460,"Army vs Bandits, Zamfara",04/01/2025,04/01/2025,21
IBD031449,"Security Operatives vs Bandits, Katsina",04/01/2025,04/01/2025,80
PAR012731,"Cult Clash, Lagos",04/01/2025,06/01/2025,3
IBD031437,"Police vs Kidnappers, Imo",04/01/2025,04/01/2025,2
IBD031612,"Domestic Violence, Kogi",04/01/2025,04/01/2025,1
IBD031483,"Diesel Reservoir Workers, Lagos",04/01/2025,04/01/2025,2
IBD031461,"Military vs Bandits, Zamfara",04/01/2025,04/01/2025,18
IBD031438,"Auto Crash, Bayelsa",03/01/2025,03/01/2025,1
IBD031442,"Wizardry, Ebonyi",03/01/2025,03/01/2025,1
IBD031432,"Gunmen vs Farmers, Kogi",03/01/2025,03/01/2025,2
IBD031966,"Communal Clash, Imo",03/01/2025,03/01/2025,1
PAR012721,"Auto Crash, Abia",03/01/2025,03/01/2025,2
IBD031434,"Lakurawa vs Police Officers, Kebbi",03/01/2025,03/01/2025,2
PAR012720,"Policeman Kills Woman, Ekiti",02/01/2025,02/01/2025,1
IBD031440,"Domestic Violence, Delta",02/01/2025,02/01/2025,1
PAR012722,"Wedding Guest, Jigawa",02/01/2025,02/01/2025,1
IBD031512,"Hoodlums vs Man, Akwa Ibom",02/01/2025,02/01/2025,1
IBD031788,"Assailants vs Man, Edo",02/01/2025,02/01/2025,1
IBD031433,"Farmers vs Herders, Jigawa",02/01/2025,02/01/2025,11
PAR012718,"Auto Crash, Gombe",02/01/2025,02/01/2025,7
PAR012713,"Man Kills Bishop, Osun",02/01/2025,02/01/2025,1
PAR012711,"Electrician Electrocuted, Lagos",01/01/2025,01/01/2025,1
PAR012717,"Assailants Kill Ex-Controller, Kwara",01/01/2025,01/01/2025,1
IBD031739,"Medical Negligence, Lagos",01/01/2025,01/01/2025,1
PAR012715,"Domestic Violence, Niger",01/01/2025,01/01/2025,1
PAR012710,"Catholic Priest Kills Boy, Imo",01/01/2025,01/01/2025,1
IBD031454,"Man Set Ablaze, Imo",01/01/2025,01/01/2025,1
PAR012712,"Man Kills Another, Delta",01/01/2025,01/01/2025,1
PAR012703,"Police vs Kidnappers, Benue",31/12/2024,31/12/2024,2
PAR012714,"Cult Clash, Delta",31/12/2024,31/12/2024,1
IBD031581,"Domestic Violence, Ondo",31/12/2024,31/12/2024,1
PAR012709,"Auto Crash., Lagos",31/12/2024,31/12/2024,1
PAR012706,"Chieftaincy Candidate, Bayelsa",31/12/2024,31/12/2024,1
PAR012698,"Chieftaincy Crisis, Delta",30/12/2024,30/12/2024,1
PAR012699,"Gunmen Kill 7, Anambra",30/12/2024,30/12/2024,6
PAR012704,"Banditry, Kaduna",30/12/2024,30/12/2024,3
IBD031459,"Man Stab Woman, Ogun",30/12/2024,30/12/2024,1
PAR012697,"Auto Crash, Benue",29/12/2024,29/12/2024,1
PAR012696,"Cattler Rustlers vs Herder, Ondo",29/12/2024,29/12/2024,1
PAR012702,"Gang Kill Tailor, Plateau",29/12/2024,29/12/2024,1
IBD031458,"Carnival, Ogun",28/12/2024,28/12/2024,1
PAR012693,"Auto Crash, Ondo",28/12/2024,28/12/2024,13
PAR012707,"Aurto Crash, Lagos",28/12/2024,28/12/2024,1
PAR012700,"Banditry, Kaduna",28/12/2024,28/12/2024,1
PAR012695,"Auto Crash, Ogun",28/12/2024,28/12/2024,1
PAR012701,"Man Dies Separating Fight, FCT (Abuja)",28/12/2024,28/12/2024,1
PAR012692,"DSS vs Bandits, Niger",27/12/2024,27/12/2024,3
PAR012694,"IPOB/ESN vs Soldiers, Imo",27/12/2024,27/12/2024,3
IBD031436,"Cult Clash, Lagos",27/12/2024,27/12/2024,3
PAR012685,"Gunmen Kill Catholic Reverend Father, Anambra",26/12/2024,26/12/2024,1
PAR012686,"Auto Crash, Ogun",26/12/2024,26/12/2024,4
PAR012684,"Soldiers vs Bandits, Zamfara",26/12/2024,26/12/2024,11
IBD031673,"Corpse Found, Anambra",26/12/2024,26/12/2024,1
PAR012691,"Auto Crash, Jigawa",26/12/2024,26/12/2024,1
IBD031431,"Soldiers vs Tricycle, Plateau",26/12/2024,26/12/2024,1
IBD009528,"Domestic Violence, Cross River",25/12/2024,25/12/2024,1
PAR012688,"Herdsmen Attack, Benue",25/12/2024,25/12/2024,17
IBD031896,"Gas Explosion, Niger",25/12/2024,25/12/2024,1
PAR012687,"Dock Worker, Lagos",25/12/2024,25/12/2024,1
PAR012689,"Friend Kills Colleague, Kogi",25/12/2024,25/12/2024,1
PAR012683,"NAF vs Lakurawa Terrorists, Sokoto",25/12/2024,25/12/2024,10
PAR012708,"Ritual Killing, Nasarawa",25/12/2024,25/12/2024,1
IBD031430,"Domestic Violence, Edo",24/12/2024,24/12/2024,1
PAR012719,"Witchcraft, Benue",24/12/2024,24/12/2024,1
IBD031490,"Ritual Killing, Cross River",24/12/2024,24/12/2024,1
PAR012677,"Auto Crash, Edo",24/12/2024,24/12/2024,2
PAR012679,"Electrocution, Enugu",23/12/2024,23/12/2024,1
IBD031424,"Domestic Violence, Ebonyi",23/12/2024,23/12/2024,1
PAR012680,"Auto Crash, Plateau",23/12/2024,23/12/2024,3
IBD031418,"Ritual Killing, Ogun",22/12/2024,22/12/2024,1
PAR012674,"Auto Crash, Abia",22/12/2024,22/12/2024,8
PAR012673,"Gunmen Kill 15, Plateau",22/12/2024,22/12/2024,14
IBD031421,"Soldiers vs Bandits, Kaduna",21/12/2024,21/12/2024,1
IBD031425,"Soldiers vs Kidnappers, Enugu",21/12/2024,21/12/2024,1
PAR012681,"Communal Clash, Akwa Ibom",21/12/2024,21/12/2024,1
IBD031422,"Fire Incident, Oyo",21/12/2024,21/12/2024,3
IBD031415,"10 Die in Stampede, FCT (Abuja)",21/12/2024,21/12/2024,10
PAR012678,"Gang Clash, Niger",21/12/2024,21/12/2024,1
IBD031416,"Stampede, Anambra",21/12/2024,21/12/2024,22
IBD031539,"Teenagers Beat Man to Death, Gombe",21/12/2024,21/12/2024,1
IBD031419,"Auto Crash, Ogun",20/12/2024,20/12/2024,3
IBD031809,"Extrajudicial Killing, Kwara",20/12/2024,20/12/2024,1
PAR012676,"Kidnap Victim, Plateau",20/12/2024,20/12/2024,1
IBD031417,"Man Dies In Police Custody, Kwara",20/12/2024,20/12/2024,1
IBD031405,"Auto Crash, FCT (Abuja)",19/12/2024,19/12/2024,5
PAR012690,"Soldiers vs Bandits, Katsina",19/12/2024,19/12/2024,5
PAR012682,"Murder Suspect, Niger",19/12/2024,19/12/2024,1
IBD031380,"Police vs Gunmen, Imo",19/12/2024,19/12/2024,5
IBD031413,"Auto Crash, Ondo",19/12/2024,19/12/2024,4
IBD031427,"Auto Crash, FCT (Abuja)",19/12/2024,19/12/2024,1
IBD031403,"Explosion, Niger",19/12/2024,19/12/2024,1
IBD031408,"Auto Crash, Delta",19/12/2024,19/12/2024,1
IBD031428,"Police, Vigilantes vs Herders, FCT (Abuja)",18/12/2024,18/12/2024,3
IBD031411,"NYSC Member Dies, Kebbi",18/12/2024,18/12/2024,1
IBD031406,"Assailants vs Man, Plateau",18/12/2024,18/12/2024,1
IBD031457,"Witchcraft, Plateau",18/12/2024,18/12/2024,1
IBD031399,"Children Die in Stampede, Oyo",18/12/2024,18/12/2024,34
IBD031410,"Woman Dies, Ogun",18/12/2024,18/12/2024,1
IBD031400,"Auto Crash, Lagos",18/12/2024,18/12/2024,1
IBD031429,"Banditary, Kaduna",17/12/2024,17/12/2024,2
IBD031396,"Auto Crash, Lagos",17/12/2024,17/12/2024,1
IBD031392,"Auto Crash, Lagos",16/12/2024,16/12/2024,1
IBD031398,"Gunmen vs Lecturer, Anambra",16/12/2024,16/12/2024,1
IBD031426,"Soldiers vs IPOB, Anambra",16/12/2024,16/12/2024,10
IBD031393,"Church Factional Clash, Taraba",15/12/2024,15/12/2024,3
IBD031388,"Security Operatives vs Gunmen, Imo",15/12/2024,15/12/2024,4
IBD031534,"Cab Driver, Delta",15/12/2024,15/12/2024,1
IBD031379,"Man Kills Friend, Niger",15/12/2024,15/12/2024,1
IBD031382,"Auto Crash, Lagos",15/12/2024,15/12/2024,3
IBD031395,"Armed Robbers vs Man, Bauchi",14/12/2024,14/12/2024,1
IBD031404,"Motorcycle Thieves, FCT (Abuja)",14/12/2024,14/12/2024,1
IBD031391,"Work-Related Violence, Ogun",14/12/2024,14/12/2024,1
IBD031384,"Boat Mishap, Benue",14/12/2024,14/12/2024,20
IBD031390,"Auto Crash, Lagos",14/12/2024,14/12/2024,1
IBD031381,"Auto Crash, Kogi",13/12/2024,13/12/2024,2
IBD031386,"Refrigerator Repairer, Lagos",13/12/2024,13/12/2024,1
IBD031383,"Inferno, Kano",13/12/2024,13/12/2024,2
IBD031375,"Troops vs Terrorists, Zamfara",12/12/2024,12/12/2024,2
IBD031815,"Ritual Killing, Abia",12/12/2024,12/12/2024,30
IBD031378,"Herdsmen Attack, Gombe",12/12/2024,12/12/2024,2
PAR012716,"Man Kills Prospective Inlaw, Delta",12/12/2024,12/12/2024,1
IBD031385,"Communal Clash, Benue",12/12/2024,12/12/2024,4
IBD031376,"Auto Crash, Ogun",11/12/2024,11/12/2024,1
IBD031374,"Gunmen Attack, Anambra",11/12/2024,11/12/2024,4
IBD031377,"Auto Crash, Ogun",11/12/2024,11/12/2024,1
IBD031370,"Auto Crash, Jigawa",11/12/2024,11/12/2024,6
IBD031368,"Auto Crash, Borno",11/12/2024,11/12/2024,3
IBD031371,"Driver Dies, Taraba",11/12/2024,11/12/2024,1
IBD031365,"Police vs Terrorists, Kaduna",10/12/2024,10/12/2024,1
IBD031369,"Auto Crash, Niger",10/12/2024,10/12/2024,1
IBD031361,"Governor's Sister Dies, Taraba",10/12/2024,10/12/2024,1
IBD031372,"Assailant vs Man, Kano",10/12/2024,10/12/2024,1
IBD031362,"Auto Crash, Ogun",10/12/2024,10/12/2024,1
IBD031387,"Domestic Violence, Kaduna",10/12/2024,10/12/2024,1
IBD031394,"Auto Crash, Ogun",10/12/2024,10/12/2024,1
IBD031367,"Communal Clash, Ebonyi",10/12/2024,10/12/2024,7
IBD031364,"Auto Crash, Jigawa",09/12/2024,09/12/2024,14
IBD031373,"Domestic Violence, Ogun",09/12/2024,12/12/2024,1
IBD031356,"Inferno, Kwara",09/12/2024,09/12/2024,1
IBD031358,"Security Operatives vs Armed Robber, Kebbi",09/12/2024,09/12/2024,1
IBD031353,"Mob vs Motorcycle Thief, FCT (Abuja)",08/12/2024,08/12/2024,1
